house_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_basement,yr_built,yr_renovated,street,city
2104,250000,5,2,2520,5753,1,4,1010,1928,0,2134 Montgomery Ave,Enumclaw
2105,502000,3,2,1300,8800,1,4,0,1963,0,16805 NE 12th St,Bellevue
2106,480000,4,2,2220,6500,2,4,0,1964,0,16905 33rd Ave SW,Burien
2107,378500,2,1,730,7528,1,3,0,1946,0,2048 NE 97th St,Seattle
2108,1350000,4,3,3300,15907,2,5,0,1985,0,9213 SE 68th St,Mercer Island
2109,1900000,4,3,4130,112521,2,3,0,1978,0,13117 NE 33rd St,Bellevue
2110,605000,3,3,2670,47480,2,3,0,1981,2013,16901-17007 NE 160th Pl,Woodinville
2111,307550,4,3,1980,5909,2,3,0,2003,0,11717 SE 234th Pl,Kent
2112,304700,2,1,740,5995,1,4,0,1949,1985,13715 Wallingford Ave N,Seattle
2113,568000,3,2,2050,3520,1,4,980,1977,0,5404-5410 Beach Dr SW,Seattle
2114,385000,3,2,1230,7500,1,3,0,1987,2000,14407 88th Ave NE,Kirkland
2115,345000,3,3,1210,1420,3,3,0,2008,0,717 N 95th St,Seattle
2116,435000,3,2,1890,7200,1,4,660,1973,0,1021 NE 120th St,Seattle
2117,579000,2,2,1870,6275,1,3,0,2003,0,12524 231st Ave NE,Redmond
2118,236000,3,2,1330,6301,1,3,0,1998,2006,3802 I Pl NE,Auburn
2119,305100,3,2,1590,35988,1,4,0,1974,0,18429 W Lake Desire Dr SE,Renton
2120,368000,3,2,1710,10800,1,4,0,1958,1972,15303 75th Ave NE,Kenmore
2121,255000,2,1,1200,9000,1,5,0,1917,0,22018 8th Pl S,Des Moines
2122,400000,2,1,1140,5100,1,3,0,1942,1999,3922 SW Kenyon St,Seattle
2123,440000,3,2,2240,8153,1,3,1120,1948,1994,13749 1st Ave NE,Seattle
2124,417000,2,1,920,6600,1,3,0,1919,2003,6321 51st Ave S,Seattle
2125,435000,2,1,800,5000,1,3,0,1906,2014,1111 NW 64th St,Seattle
2126,475000,4,3,1980,11443,1,5,0,1952,1998,19523 53rd Ave NE,Lake Forest Park
2127,563500,4,3,2800,12831,2,3,0,2001,0,15415 279th Pl NE,Duvall
2128,285000,3,2,1680,35127,2,3,0,1987,2000,20615 SE 334th St,Auburn
2129,471000,4,3,2330,9928,2,3,0,1998,2006,275 SE 10th Cir,North Bend
2130,500000,4,2,2240,9886,1,4,0,1965,0,16725 NE 22nd St,Bellevue
2131,640000,3,3,2140,8925,2,3,0,1991,0,23359 NE 24th Pl,Sammamish
2132,442500,4,3,2170,14024,2,3,0,1992,0,27518 NE 147th Ln,Duvall
2133,213400,3,2,1150,8686,1,4,0,1963,0,11002 SE 180th St,Renton
2134,831000,4,3,2030,3905,1,4,400,1926,1993,3912 Ashworth Ave N,Seattle
2135,325000,3,2,1350,11805,1,3,0,1986,0,14329 275th Ave NE,Duvall
2136,425000,2,1,910,4635,1,4,0,1905,0,6311-6399 28th Ave NW,Seattle
2137,550000,4,3,2700,5100,1,4,1260,1968,0,3946 SW Portland St,Seattle
2138,599950,4,4,3730,15029,2,3,1290,1991,0,24702 132nd Ct SE,Kent
2139,1225000,4,3,2740,16007,2,3,0,1984,0,2557 Medina Cir,Medina
2140,750000,4,3,2050,5000,2,4,680,1987,0,427 27th Ave E,Seattle
2141,290000,4,3,2390,4500,2,3,0,1974,0,312 Wells Ave N,Renton
2142,270000,4,3,1990,7252,1,3,720,1999,0,2820 V Ct SE,Auburn
2143,229950,4,2,1300,21000,1,4,0,1969,0,32838 38th Ave S,Federal Way
2144,234999,3,1,1330,8912,1,3,0,1948,1994,4725 S 172nd St,SeaTac
2145,265000,2,1,1000,31505,1,3,0,1960,2012,32823 NE 195th St,Duvall
2146,367300,4,3,2190,14937,2,3,0,1993,0,4816 S 277th Pl,Auburn
2147,550000,3,2,1380,3402,1,3,0,1900,2000,929 24th Ave,Seattle
2148,743700,4,3,2610,33206,2,3,0,1988,2000,21306 NE 69th Ct,Redmond
2149,352750,2,2,1060,1241,2,3,100,2008,0,323 25th Ave S,Seattle
2150,403950,2,1,710,1136,2,4,0,1943,0,2360 Fairview Ave E,Seattle
2151,980000,4,3,2730,4800,1,5,500,1909,1988,2518 1st Ave W,Seattle
2152,585000,4,2,2470,131790,2,3,0,1937,1999,18206 McLean Rd SW,Vashon
2153,554000,3,2,1760,10780,1,3,0,1977,2004,1829 140th Ave SE,Bellevue
2154,546000,3,3,1530,3464,2,3,0,1998,2006,15004 NE 8th Pl,Bellevue
2155,280000,2,2,1610,158558,1,2,0,1948,0,7704 376th Ave SE,Snoqualmie
2156,212500,2,2,1030,21712,1,4,0,1938,0,12450 2nd Ave S,Seattle
2157,739000,4,3,2800,246114,2,3,0,1999,0,6209 284th Way NE,Carnation
2158,428000,3,2,1310,2550,1,3,530,1986,0,8519 Fremont Ave N,Seattle
2159,965000,4,2,3160,34560,1,4,0,1981,0,14461 156th Ave NE,Woodinville
2160,364900,3,3,2500,8304,2,3,0,1997,0,13124 SE 223rd Ct,Kent
2161,559000,3,2,2070,5386,1,4,930,1948,0,8328 14th Ave NW,Seattle
2162,213000,4,2,1980,9000,1,2,500,1978,0,32835 38th Ct SW,Federal Way
2163,620000,3,3,2590,7237,2,3,0,2004,2003,11331 19th Ave NE,Seattle
2164,240000,4,1,1910,16320,1,3,0,1934,1978,9817 26th Ave SW,Seattle
2165,852500,3,3,2630,10100,1,4,1050,1967,0,14008 SE 45th Ct,Bellevue
2166,600000,3,3,2630,77972,2,3,0,2004,2003,31611 NE Cherry Valley Rd,Duvall
2167,410000,3,3,1960,4400,2,3,0,2006,0,33823 SE Odell St,Snoqualmie
2168,328000,3,2,1440,45302,2,3,0,1977,2004,31720 NE 123rd St,Duvall
2169,625000,3,2,2210,16200,1,3,820,1958,2004,2022 123rd Ave SE,Bellevue
2170,649950,4,3,2350,63162,2,4,0,1994,0,21601-21799 NE 175th St,Woodinville
2171,235000,3,1,1590,13000,1,3,0,1944,0,13726-13736 8th Ave SW,Burien
2172,489000,3,4,1500,1249,2,3,260,2004,2003,6008 14th Ave NW,Seattle
2173,536000,3,3,1900,6224,2,3,0,2005,0,1706 251st Pl SE,Sammamish
2174,400000,4,4,2370,3692,2,3,0,2013,1923,3704 NE 14th St,Renton
2175,398000,3,3,1720,1715,2,3,480,2004,2003,6006 41st Ave SW,Seattle
2176,379000,4,2,2020,7560,1,4,0,1960,2001,11303 146th Ave SE,Renton
2177,345000,2,2,1340,1210,2,3,220,2008,0,1718-1748 21st Ave S,Seattle
2178,365000,3,3,1800,2700,2,3,0,2011,0,2803 SW Bataan St,Seattle
2179,315000,3,3,1480,1590,2,3,330,2010,0,2202 SW Elmgrove St,Seattle
2180,571000,4,2,2750,7807,1,5,500,1916,0,12042 38th Ave NE,Seattle
2181,1025000,5,4,3760,28040,2,3,0,1983,2009,4143 118th Ave NE,Kirkland
2182,695000,3,3,2540,4694,2,3,0,2005,0,1306 236th Pl NE,Sammamish
2183,225000,3,2,1760,26055,1,3,840,1979,2014,18035 SE 262nd Pl,Covington
2184,740000,3,3,3000,25341,2,3,0,1995,0,7617 245th Way NE,Redmond
2185,315000,4,3,1930,9643,2,4,0,1992,0,12108 SE 218th Pl,Kent
2186,1230000,4,3,3040,7000,2,3,0,2001,0,7024 SE 20th St,Mercer Island
2187,420000,2,1,860,3880,1,4,0,1916,0,7743 27th Ave NW,Seattle
2188,310000,3,2,1420,7650,1,4,320,1984,0,2714 NE 4th Ct,Renton
2189,700000,3,2,2080,3880,1,5,920,1954,0,7735 27th Ave NW,Seattle
2190,269000,3,3,1560,4200,2,3,0,2003,0,23620 SE 243rd Pl,Maple Valley
2191,369990,4,3,1960,7133,2,3,0,2002,0,2125 NE 6th Cir,Renton
2192,800000,3,2,1620,4500,2,4,0,1926,1993,2565-2599 3rd Ave W,Seattle
2193,569000,5,3,3670,10583,1,5,1610,1952,1998,5011 NE 180th St,Lake Forest Park
2194,175000,6,2,1930,8400,1,3,900,1971,0,416 SW 130th St,Burien
2195,440000,3,2,1290,1286,3,3,0,2000,0,4507 Linden Ave N,Seattle
2196,435000,5,2,1970,15247,1,3,520,1986,0,4309 327th Pl SE,Fall City
2197,345000,3,2,1540,6909,1,4,620,1955,2009,16000-16098 15th Ave NE,Shoreline
2198,558000,4,2,2180,3870,1,3,1160,1900,2005,729 23rd Ave,Seattle
2199,475000,2,2,1490,224334,1,3,0,1983,2009,5050-5132 Foster Ave SE,Auburn
2200,490000,3,2,2220,10275,2,3,580,1980,0,15 Mt Pilchuck Ave NW,Issaquah
2201,335000,3,2,2430,9133,1,4,1020,1978,2000,4618 NE 22nd Pl,Renton
2202,350000,2,1,1392,43710,1,4,0,1978,2000,17404 94th Ave SW,Vashon
2203,100000,4,1,1120,2685,1,3,260,1939,1969,1006 N 5th St,Renton
2204,417500,4,1,1390,10800,1,4,0,1941,1998,115 NW 132nd St,Seattle
2205,253000,3,2,2040,7281,1,3,1020,1962,2003,4056 S 151st St,Tukwila
2206,1240000,5,3,2830,7500,2,3,370,1923,1998,4007 48th Ave NE,Seattle
2207,490000,4,3,3020,8302,2,4,0,1994,0,26529 161st Ave SE,Covington
2208,470000,3,2,2290,14800,1,3,670,1965,1993,5319 NE 201st Pl,Lake Forest Park
2209,483300,4,2,1210,11100,1,4,0,1955,2009,3911 147th Ave SE,Bellevue
2210,659000,3,3,2510,6320,2,3,0,1996,0,2651 230th Ave SE,Sammamish
2211,480000,4,2,2320,4322,1,3,1180,1910,2006,3149 35th Ave S,Seattle
2212,165000,3,1,970,6600,1,3,0,1965,1993,13240 Occidental Ave S,Burien
2213,659500,3,2,1820,5500,1,4,200,1957,2001,4115 NE 62nd St,Seattle
2214,219900,3,1,970,7742,1,4,0,1967,0,31716 6th Ave S,Federal Way
2215,315000,2,1,1740,3622,1,4,790,1924,0,5237 Martin Luther King Jr Way S,Seattle
2216,250000,3,2,1590,7560,1,3,460,1984,0,12033 SE 223rd Dr,Kent
2217,268000,2,1,1380,5000,1,3,510,1943,2002,3010 S Holden St,Seattle
2218,380000,4,2,1680,11123,1,3,550,1959,1989,236 NW 176th Pl,Shoreline
2219,499000,2,1,1220,3000,1,3,300,1926,2003,637 NW 74th St,Seattle
2220,285000,2,2,1651,18200,1,3,0,1946,0,15923 Vashon Hwy SW,Vashon
2221,183000,3,2,1330,9200,1,4,0,1973,0,3301 20th St SE,Auburn
2222,1070000,3,3,2940,4622,2,4,710,1988,0,4814 University View Pl NE,Seattle
2223,429000,3,3,1410,1246,3,3,0,2005,0,9507 Ashworth Ave N,Seattle
2224,403000,2,1,1100,3598,1,4,0,1926,1993,3242 15th Ave S,Seattle
2225,375500,3,2,1530,7200,1,3,0,1975,0,3005 NE 194th St,Lake Forest Park
2226,1795000,5,3,5270,17232,2,3,1260,1977,2003,5355 84th Pl SE,Mercer Island
2227,516200,3,2,2110,5150,1,5,1030,1919,1934,4836 S Findlay St,Seattle
2228,385000,4,2,1720,8750,1,3,860,1971,0,9813 NE 140th St,Kirkland
2229,515000,3,3,1800,5001,2,3,0,1996,0,8230 NE 125th Ct,Kirkland
2230,375000,4,3,2210,9427,2,3,0,1999,0,475 S 190th St,Burien
2231,650000,4,2,2560,9731,2,4,0,1973,0,7014 NE 139th St,Kirkland
2232,306888,2,2,1010,7719,2,3,0,1981,2013,2314 Blaine Ave NE,Renton
2233,870000,4,3,3340,12248,2,3,870,1998,2006,1919 Fairmount Ave SW,Seattle
2234,310000,4,1,1740,11075,1,3,0,1965,1993,2109 N 161st Pl,Shoreline
2235,251750,3,2,1320,7200,1,5,0,1975,0,12526 SE 232nd St,Kent
2236,366000,3,2,1520,8625,1,3,0,1976,0,19223 89th Ave NE,Bothell
2237,429950,3,2,2010,9480,1,3,440,1951,1994,11049 Sand Point Way NE,Seattle
2238,710000,3,4,2440,3427,2,3,450,2000,0,2469 132nd Ave SE,Bellevue
2239,895000,5,3,2550,20875,1,4,940,1953,1983,11034 NE 26th Pl,Bellevue
2240,149500,3,1,1010,9450,1,4,0,1959,0,27019 15th Ave S,Des Moines
2241,310000,3,3,1780,6771,1,3,550,1990,2009,8833 14th Ave SW,Seattle
2242,555000,3,2,2180,4976,1,4,500,1930,0,3763 SW Hinds St,Seattle
2243,750000,5,3,2750,7500,2,3,600,1937,1997,10237 NE 64th St,Kirkland
2244,745000,4,3,3490,7024,2,3,0,2006,0,27520 SE 28th Ct,Sammamish
2245,695000,3,3,2550,45254,2,3,0,2001,0,4792-4798 281st Ave NE,Redmond
2246,433000,3,2,1870,7189,1,3,600,1959,1989,6811 51st Ave S,Seattle
2247,307000,4,1,1150,8184,1,3,0,1947,2012,15562 9th Ave NE,Shoreline
2248,655275,3,2,2050,11856,1,3,590,1962,2003,4040 134th Ave SE,Bellevue
2249,392000,4,3,1940,6555,2,3,0,1990,2009,25804-25810 Lake Wilderness Country Club Dr SE,Maple Valley
2250,1180000,5,4,3630,6000,1,3,1160,2004,2003,810 5th St,Kirkland
2251,359950,3,2,1890,9100,2,4,0,1952,0,1633 N 192nd St,Shoreline
2252,360000,4,2,1630,10375,1,5,0,1968,0,17602 197th Pl NE,Woodinville
2253,566000,4,2,2440,5000,1,3,1100,1954,2005,7328 12th Ave NW,Seattle
2254,700000,5,3,3100,9825,2,4,0,1950,1982,4251 NE 125th St,Seattle
2255,415000,3,3,2090,6045,2,3,0,2000,0,3307 NE 7th St,Renton
2256,199500,3,1,920,9812,1,4,0,1962,0,34021 40th Ave S,Auburn
2257,749000,3,1,1580,5000,1,3,0,1926,2003,7526 Jones Ave NW,Seattle
2258,680000,3,2,1760,8400,1,4,300,1960,2001,7510 45th Ave SW,Seattle
2259,400000,4,3,2530,7563,1,3,1090,1978,0,9808 NE 204th Pl,Bothell
2260,608000,4,3,2490,9714,1,4,1090,1983,0,10500-10598 NE 168th St,Bothell
2261,589900,4,5,3870,35889,2,3,1340,2001,0,24718 SE Mirrormont Dr,Issaquah
2262,480000,5,3,2732,9500,1,4,862,1975,0,1006 S 286th Pl,Federal Way
2263,1059500,5,3,3230,3825,2,3,750,2014,0,6729 Earl Ave NW,Seattle
2264,915000,6,4,2930,14980,2,3,0,2013,1923,6478 167th Ln SE,Bellevue
2265,695000,4,4,3510,9364,2,3,0,2001,0,34809 SE Garden Ct,Snoqualmie
2266,899900,4,3,2580,3909,2,3,0,2013,1923,1235 Market St,Kirkland
2267,499950,2,2,1060,1208,2,3,120,2005,0,2008 Yale Ave E,Seattle
2268,533112,4,3,2790,8853,2,3,0,2013,1923,1030 SE 10th St,North Bend
2269,303210,4,3,2009,5000,2,3,0,2014,0,2411 57th St SE,Auburn
2270,525000,5,3,2880,8364,2,3,0,2006,0,407 Kitsap Ave NE,Renton
2271,399950,2,1,710,1157,2,4,0,1943,0,2358 Fairview Ave E,Seattle
2272,850830,3,3,2070,13241,1,5,800,1910,0,2505 Boyer Ave E,Seattle
2273,371500,3,2,1370,8336,1,5,0,1964,0,2320 N 161st St,Shoreline
2274,522000,3,2,1730,8400,1,4,330,1980,0,8605 169th Ct NE,Redmond
2275,588000,4,2,1680,5000,1,3,700,1950,2005,7734 39th Ave NE,Seattle
2276,276900,2,1,1350,10096,1,4,0,1952,0,428 Orchard Ave NE,North Bend
2277,248000,5,2,1510,9078,1,4,0,1959,0,2052 S 132nd St,SeaTac
2278,280000,3,3,1860,6607,2,3,0,1989,0,1206 SW 349th St,Federal Way
2279,495000,6,5,3440,4500,2,3,160,2007,0,321 Hardie Ave NW,Renton
2280,665000,6,3,4250,4400,2,4,1230,1902,0,3907 S Edmunds St,Seattle
2281,290300,2,1,860,3874,1,4,0,1931,0,915 N 1st St,Renton
2282,527000,2,2,1640,4080,1,3,800,1921,2000,4746 Thackeray Pl NE,Seattle
2283,487028,2,2,1295,1093,2,3,190,2007,0,2514 E Denny Way,Seattle
2284,325000,3,2,1790,27427,1,3,660,1978,0,43404 SE 76th St,Snoqualmie
2285,799000,3,2,2210,6300,1,5,0,1916,0,1422 33rd Ave S,Seattle
2287,354000,3,1,940,10368,1,3,0,1965,1993,15550 NE 60th St,Redmond
2288,262500,3,2,1160,8906,1,3,0,1962,2003,7327 33rd Ave S,Seattle
2289,560200,3,3,1990,3984,2,3,0,2004,2003,24134 SE 20th St,Sammamish
2290,220000,3,1,1050,6300,1,3,0,1942,1999,10102 33rd Ave SW,Seattle
2291,650000,2,1,1030,5750,1,5,0,1928,1970,1923 46th Ave SW,Seattle
2292,435000,3,3,1420,2581,3,3,0,2004,2003,136 N 101st St,Seattle
2293,800000,4,4,2690,4000,2,4,570,1909,1989,2537 11th Ave W,Seattle
2294,1010000,4,3,3760,29224,2,3,0,1987,2000,15736 NE 134th St,Redmond
2295,200000,2,1,700,4700,1,5,0,1953,0,751 Redmond Ave NE,Renton
2296,295000,5,4,2100,5107,2,3,690,1999,0,10026 61st Ave S,Seattle
2297,580379,4,3,2240,27820,1,4,0,1976,1992,21404 SE 19th St,Sammamish
2298,875000,4,3,3470,32109,2,3,0,1995,0,22618 NE 143rd Ct,Woodinville
2299,515000,3,3,3370,19585,2,3,170,1951,1994,15043 Densmore Ave N,Shoreline
2300,599000,4,3,2790,230868,2,3,0,1989,0,18905 240th Ave NE,Woodinville
2301,285000,3,3,1870,4060,2,3,0,2005,0,13303 SE 227th St,Kent
2302,290000,3,2,1520,15090,1,4,0,1968,0,28515 SE 228th St,Maple Valley
2303,355000,1,2,750,20339,1,4,200,1946,1989,14128 W Lake Kathleen Dr SE,Renton
2304,381000,3,2,1460,11407,1,3,0,1954,2005,16044 33rd Ave NE,Lake Forest Park
2305,571000,3,3,2600,7465,2,3,0,1988,2000,15201 93rd Pl NE,Bothell
2306,852600,4,3,3320,11901,2,5,670,1977,0,5334-5394 134th Ave SE,Bellevue
2307,1085000,5,3,2340,6000,2,4,0,1922,0,3107 37th Pl S,Seattle
2308,371000,3,1,890,7200,1,3,0,1951,1994,3843 NE 113th St,Seattle
2309,514000,3,2,1720,5899,1,3,500,1986,0,4052 SW Myrtle St,Seattle
2310,386000,3,2,1270,1318,2,3,190,2004,2003,3613 Gilman Ave W,Seattle
2311,464000,4,3,2180,7203,2,4,0,1989,0,5055 NE 23rd St,Renton
2312,335000,4,2,2030,13500,1,3,800,1963,2008,20532 SE 159th St,Renton
2313,740000,4,3,2490,17833,2,3,1000,1979,2014,12537 41st Ave NE,Seattle
2314,465000,4,2,1470,5350,1,3,490,1955,2005,10424 12th Ave NE,Seattle
2315,700000,3,3,2500,7378,1,5,1110,1948,1985,10050 11th Ave NW,Seattle
2316,785000,3,4,4500,21870,2,3,0,2004,2003,13528 SE 333rd Pl,Auburn
2317,350000,3,3,1460,1592,2,3,330,2006,0,6003 Lanham Pl SW,Seattle
2318,148000,1,1,620,8261,1,3,0,1939,1969,9854 25th Ave SW,Seattle
2319,530000,3,2,1550,3680,1,3,500,1927,2011,209 NW 73rd St,Seattle
2320,349000,3,3,1430,1002,3,3,0,2002,0,720 N 95th St,Seattle
2321,240000,3,2,1360,9760,1,5,0,1984,0,43712 SE 150th St,North Bend
2322,330000,3,3,2210,7557,2,3,0,1989,0,32739 47th Ave SW,Federal Way
2323,735000,4,2,2460,5100,1,5,1010,1909,1988,6815 26th Ave NE,Seattle
2324,545000,3,3,2180,15693,1,4,330,1979,0,1801 193rd Ave SE,Sammamish
2325,214950,3,2,1570,4875,1,4,260,1977,0,26712 186th Ave SE,Covington
2326,657500,4,3,4140,24190,2,3,0,2002,0,32927 143rd Ct SE,Auburn
2327,476000,3,1,1140,5500,1,4,0,1908,0,4415 29th Ave W,Seattle
2328,2888000,5,6,8670,64033,2,3,2550,1965,2003,1291 NW Elford Dr,Seattle
2329,110000,2,1,800,15000,1,3,0,1927,2011,12231 14th Ave S,Seattle
2330,292000,4,3,2414,7693,2,3,0,2006,0,315 F St SE,Auburn
2331,317000,3,1,1160,8813,1,3,0,1952,2008,13319 1st Ave NE,Seattle
2332,455000,4,3,3170,10688,2,3,0,2001,0,1118 U St NW,Auburn
2333,1365000,5,4,4210,17258,2,3,0,1995,0,5564 169th Pl SE,Bellevue
2334,460000,3,2,2060,4437,1,3,1030,1929,0,3720 35th Ave SW,Seattle
2335,405000,3,2,1640,7201,1,3,0,1948,1994,12711 37th Ave NE,Seattle
2336,333000,2,1,720,6686,1,3,0,1942,1999,9716 4th Ave NW,Seattle
2337,427000,4,1,1860,4736,1,1,0,1901,0,2411-2499 E Roy St,Seattle
2338,742000,4,3,2810,10986,2,3,0,1997,0,1755 268th Pl SE,Sammamish
2339,465000,4,3,2090,9702,1,5,770,1965,0,16135 Densmore Ave N,Shoreline
2340,809950,4,3,3280,6181,2,3,0,2001,0,19199 NE 43rd Ct,Sammamish
2341,619400,4,2,2090,3610,1,5,300,1927,0,8044 14th Avenue Northeast,Seattle
2342,762400,3,2,2430,14607,1,3,1200,1949,1970,4854 E Mercer Way,Mercer Island
2343,535000,5,2,2520,49222,2,4,0,1978,2000,20645 SE 123rd St,Issaquah
2344,881000,5,3,2510,4125,1,5,920,1925,0,540 33rd Ave S,Seattle
2345,813000,4,3,3370,6675,1,4,1450,1948,0,1501 33rd Ave S,Seattle
2346,234000,3,2,1640,5280,1,5,0,1910,0,28 M St NE,Auburn
2347,308900,3,3,2250,7294,2,3,0,1994,0,5006 Highland Dr SE,Auburn
2348,450000,4,3,2300,19250,1,4,0,1955,2009,13406 423rd Ave SE,North Bend
2349,547500,3,4,1650,2262,3,3,0,2010,0,769 N 74th St,Seattle
2350,399950,2,1,710,1131,2,4,0,1943,0,2358 Fairview Ave E,Seattle
2351,516000,4,4,2550,8698,2,3,0,2007,0,8816 Venn Ave SE,Snoqualmie
2352,250000,2,2,982,846,2,3,176,2006,0,10217 Aurora Ave N,Seattle
2353,475000,3,2,1630,2520,2,3,0,2005,0,2009 25th Ave NE,Issaquah
2354,415000,4,3,2550,4500,2,3,0,2009,0,564 Field Pl NE,Renton
2355,545000,2,1,1240,2150,2,3,0,2014,0,8050 14th Ave NW,Seattle
2356,329950,3,3,2456,7566,2,3,0,2012,1912,33800-33998 12th Pl SW,Federal Way
2357,1325000,5,2,3200,20158,1,3,1600,1965,1993,2154-2398 94th Ave NE,Clyde Hill
2358,784000,3,4,3950,111078,1,3,1490,1989,0,19851 NE Redmond Rd,Redmond
2359,610750,4,2,2180,7297,2,3,0,1984,0,21132 NE 42nd St,Sammamish
2360,578000,4,3,3140,9225,1,5,1370,1966,0,540 Raymond Pl NW,Renton
2361,1485000,4,4,4030,10800,2,3,0,2006,0,619 9th Ave,Kirkland
2362,501000,3,2,1970,7972,1,5,600,1976,0,8600-8604 NW 5th St,Renton
2363,465250,5,2,1940,7642,1,3,0,1957,2000,20028 18th Ave NW,Shoreline
2364,2250000,5,4,4860,9453,1,5,1760,1905,0,173 37th Ave E,Seattle
2365,1095000,0,0,3064,4764,3,3,0,1990,2009,814 E Howe St,Seattle
2366,315000,2,1,970,5665,1,4,0,1908,0,4726 S Orcas St,Seattle
2367,900000,4,2,2460,44431,1,4,0,1957,2001,539 145th Ave SE,Bellevue
2368,789500,4,3,3010,6100,2,3,0,2005,0,6466 195th Pl NE,Redmond
2369,678500,3,2,2460,6600,1,4,1090,1952,0,9108 40th Ave SW,Seattle
2370,342500,3,2,2080,11375,1,3,0,2002,0,3322 261st Pl SE,Enumclaw
2371,860000,4,3,3960,7012,2,3,0,2005,0,19454 SE 27th Pl,Sammamish
2372,306000,4,3,2490,8124,2,3,0,2001,0,29742 129th Pl SE,Auburn
2373,580000,5,2,2060,6000,2,3,0,1903,2005,2107 NE 55th St,Seattle
2374,405000,3,1,1330,15678,1,3,430,1984,0,3009 229th Pl NE,Sammamish
2375,510000,3,2,1600,19200,1,4,0,1967,0,13304 69th Ave NE,Kirkland
2376,173000,2,1,820,10450,1,4,0,1965,0,10635 SE 196th St,Renton
2377,210000,4,2,1200,7680,1,3,0,1968,1997,32113 112th Pl SE,Auburn
2378,445000,3,1,1050,5664,1,4,140,1947,1988,8244 40th Ave NE,Seattle
2379,585000,3,3,1910,1501,2,3,380,2007,0,2637 22nd Ave W,Seattle
2380,381000,3,2,1800,6000,1,5,900,1950,0,1115 NE 168th St,Shoreline
2381,890000,3,2,2060,8640,1,4,0,1966,0,4810 109th Ave NE,Kirkland
2382,235000,3,2,1840,9697,1,4,340,1985,0,12034 SE 252 Pl,Kent
2383,480000,3,3,1250,1103,3,3,0,2005,0,513 N 46th St,Seattle
2384,575000,2,1,1510,4032,1,3,200,1935,1974,2002 28th Ave W,Seattle
2385,350000,4,2,2300,4600,1,4,960,1904,0,1517 17th Ave S,Seattle
2386,259000,4,2,1490,7560,2,3,0,1966,1963,25923 13th Ave S,Des Moines
2387,599000,5,3,2820,4608,1,3,1370,1967,2011,306 NW 82nd St,Seattle
2388,210000,4,2,1130,7840,1,4,0,1970,0,33818 35th Ave SW,Federal Way
2389,1184000,4,3,3200,7500,1,5,1340,1948,1985,7344 50th Ave NE,Seattle
2390,545000,3,1,1510,5000,1,3,0,1909,2004,5726 28th Ave NE,Seattle
2391,299995,3,3,1970,7500,2,3,0,1988,2000,4809 Mill Pond Loop,Auburn
2392,440000,3,1,1210,5750,1,4,0,1910,0,7006 46th Ave SW,Seattle
2393,699000,4,3,3280,27441,2,3,0,1996,0,7435 245th Way NE,Redmond
2394,795000,3,2,2420,17859,1,5,920,1979,0,7215 NE 119th Pl,Kirkland
2395,445000,5,2,2460,6846,1,5,1120,1911,1984,6444 Carleton Ave S,Seattle
2396,397990,3,1,1180,11862,1,4,0,1948,0,11739 4th Ave NW,Seattle
2397,706000,3,3,1900,6400,1,5,490,1942,0,4324 NE 56th St,Seattle
2398,363000,3,3,1651,1779,2,3,310,2008,0,10734 Whitman Ave N,Seattle
2399,850000,4,2,2130,11843,2,4,0,1972,0,7490 85th Ave SE,Mercer Island
2400,620000,2,1,1430,3000,1,3,130,1929,0,2215 E Miller St,Seattle
2401,1228000,4,3,5730,44947,2,3,1450,1991,0,20709 SE 4th St,Sammamish
2402,333000,4,3,1910,9244,1,4,0,1963,0,5811 NE 6th St,Renton
2403,743000,3,2,2110,11250,1,4,0,1961,2001,9201-9231 SE 70th Pl,Mercer Island
2404,448000,2,2,1630,3780,1,4,740,1940,2001,3441 NW 59th St,Seattle
2405,485000,4,3,2470,35073,2,3,0,1989,0,17435 SE 329th St,Auburn
2406,489950,4,2,2640,31941,1,4,0,1986,0,16915 SE 325th Pl,Auburn
2407,498500,5,3,2990,7420,2,3,0,1996,0,4304 NE 7th St,Renton
2408,531000,3,3,2120,9736,2,3,0,1988,2000,15102 91st Pl NE,Bothell
2409,670000,3,3,2050,6420,1,3,320,1956,2001,5625 SW Orleans St,Seattle
2410,310000,5,3,1880,5000,1,3,780,1997,0,6343 23rd Ave SW,Seattle
2411,835000,3,3,2790,12523,2,4,1190,1977,0,27231 8th Ave S,Des Moines
2412,1688000,4,3,3000,7500,2,3,0,1937,1994,3907 48th Ave NE,Seattle
2413,495000,4,3,2140,7245,2,3,0,2003,0,633 N 138th St,Seattle
2414,495000,3,2,1769,9300,1,4,0,1955,2009,531 SW 181st St,Normandy Park
2415,440000,3,1,1710,6556,1,4,510,1926,1993,12220 Phinney Ave N,Seattle
2416,280000,1,1,420,6720,1,3,0,1922,2008,5550 17th Ave S,Seattle
2417,1070000,4,3,3270,35445,2,3,0,1989,0,6040 164th Ave SE,Bellevue
2418,1034500,4,3,2370,10858,2,3,0,2003,0,11034 NE 26th Pl,Bellevue
2419,248000,4,3,1770,5855,2,3,0,2003,0,21620 SE 283rd St,Maple Valley
2420,294000,4,3,2210,8465,1,3,720,1990,2009,512 47th St SE,Auburn
2421,561000,3,2,1710,4140,2,3,0,2004,2003,2037 Larchmount Dr NE,Issaquah
